,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33881,38,management,married,2,no,0,yes,no,cellular,30,4,571,1,-1,0,unknown,1
33899,39,technician,divorced,1,no,0,yes,yes,cellular,30,4,85,1,-1,0,unknown,0
33908,23,student,single,1,no,0,no,no,cellular,30,4,297,1,83,6,success,1
33928,32,admin,married,1,no,0,yes,no,cellular,30,4,177,2,-1,0,unknown,1
33959,46,technician,married,1,no,0,no,no,cellular,30,4,200,1,259,2,other,1
33970,39,blue-collar,married,1,no,0,yes,no,cellular,30,4,53,1,325,1,failure,0
33987,54,housemaid,married,1,yes,0,no,no,cellular,30,4,103,3,-1,0,unknown,0
33993,36,self-employed,single,2,no,0,yes,no,cellular,30,4,204,1,-1,0,unknown,0
34000,53,admin,divorced,1,no,0,yes,yes,cellular,30,4,586,2,-1,0,unknown,0
34001,46,services,married,1,no,4,no,no,cellular,30,4,268,1,261,5,other,1
34014,32,technician,single,2,no,4,yes,no,cellular,30,4,311,1,-1,0,unknown,0
34040,31,management,single,2,no,0,yes,no,cellular,30,4,97,2,87,2,other,0
34042,38,blue-collar,single,1,no,0,no,no,cellular,30,4,102,1,-1,0,unknown,0
34043,32,admin,divorced,1,no,4,yes,no,cellular,30,4,48,1,-1,0,unknown,0
34052,26,student,single,2,no,2,no,no,cellular,30,4,120,2,-1,0,unknown,0
34053,55,management,single,2,no,0,no,no,cellular,30,4,156,3,-1,0,unknown,0
34068,47,technician,married,1,no,0,yes,no,cellular,30,4,81,1,164,1,failure,0
34107,34,management,married,2,no,0,yes,no,cellular,30,4,300,1,86,1,success,1
34143,39,management,married,2,no,0,no,no,cellular,30,4,342,3,22,3,other,1
34151,32,management,single,2,no,0,yes,no,cellular,30,4,370,3,-1,0,unknown,1
34160,54,technician,married,1,no,0,no,no,telephone,30,4,766,3,84,3,success,1
34161,33,technician,married,2,no,0,no,no,cellular,30,4,227,2,-1,0,unknown,1
34168,49,housemaid,divorced,1,no,0,no,no,telephone,30,4,136,2,-1,0,unknown,0
34180,31,student,single,2,no,0,no,no,cellular,4,5,47,2,-1,0,unknown,0
34213,49,management,married,2,no,1,no,no,telephone,4,5,1076,3,175,1,success,1
34219,24,student,single,3,no,0,no,no,cellular,4,5,90,2,-1,0,unknown,0
34229,44,blue-collar,single,1,no,0,yes,no,cellular,4,5,64,2,19,1,failure,0
34248,49,management,married,2,no,1,yes,no,cellular,4,5,7,4,-1,0,unknown,0
34288,19,student,single,0,no,0,no,no,cellular,4,5,72,4,-1,0,unknown,0
34300,31,management,married,2,no,0,yes,no,cellular,4,5,108,2,167,1,failure,0
34334,32,management,single,2,no,0,no,no,cellular,4,5,417,2,-1,0,unknown,0
34348,43,entrepreneur,married,1,no,0,no,no,telephone,4,5,6,4,-1,0,unknown,0
34385,23,student,single,1,no,0,no,no,telephone,4,5,526,1,-1,0,unknown,0
34418,29,blue-collar,married,0,no,6,yes,no,cellular,5,5,39,5,349,2,other,0
34430,34,entrepreneur,married,1,no,2,yes,yes,cellular,5,5,184,1,167,6,failure,0
34436,28,services,married,1,no,0,yes,no,cellular,5,5,334,1,355,6,failure,0
34438,26,unemployed,married,2,no,0,yes,no,cellular,5,5,319,1,-1,0,unknown,0
34441,25,admin,single,1,no,0,yes,no,cellular,5,5,461,1,-1,0,unknown,0
34449,30,management,single,2,no,0,yes,no,cellular,5,5,495,1,-1,0,unknown,0
34452,30,self-employed,single,2,no,0,yes,no,cellular,5,5,57,1,301,1,failure,0
34461,37,admin,divorced,1,no,0,yes,yes,cellular,5,5,358,1,-1,0,unknown,0
34469,33,management,married,2,no,0,yes,no,cellular,5,5,301,1,365,1,failure,0
34481,35,management,single,2,no,1,yes,no,cellular,5,5,80,1,285,1,failure,0
34487,29,admin,single,1,no,0,yes,no,cellular,5,5,187,1,365,1,other,0
34490,48,blue-collar,single,1,no,0,yes,no,cellular,5,5,95,1,-1,0,unknown,0
34492,30,management,single,2,no,0,yes,no,cellular,5,5,381,1,342,7,failure,0
34502,41,unemployed,married,1,no,0,yes,yes,cellular,5,5,400,1,-1,0,unknown,1
34504,57,retired,divorced,2,no,0,yes,no,cellular,5,5,180,1,-1,0,unknown,0
34505,26,admin,single,2,no,6,yes,no,cellular,5,5,171,1,-1,0,unknown,0
34511,27,management,single,1,no,0,yes,no,cellular,5,5,239,1,-1,0,unknown,0
34524,37,blue-collar,married,0,no,0,yes,no,cellular,5,5,108,1,349,2,failure,0
34526,32,management,single,2,no,0,yes,no,cellular,5,5,196,1,-1,0,unknown,0
34527,34,blue-collar,divorced,1,no,0,yes,no,cellular,5,5,150,1,-1,0,unknown,0
34539,51,admin,married,0,no,2,yes,no,cellular,5,5,295,1,-1,0,unknown,0
34548,41,management,married,1,no,6,no,no,cellular,5,5,123,1,-1,0,unknown,0
34550,57,retired,married,1,no,0,yes,no,cellular,5,5,127,1,363,4,failure,0
34551,34,management,divorced,2,no,1,yes,no,cellular,5,5,106,1,362,3,other,0
34558,28,services,married,1,no,0,yes,no,cellular,5,5,335,2,281,8,failure,0
34562,39,management,married,2,no,0,yes,no,cellular,5,5,811,2,-1,0,unknown,1
34568,27,blue-collar,married,0,no,1,yes,no,cellular,5,5,49,2,-1,0,unknown,0
34569,56,blue-collar,divorced,0,no,0,yes,no,cellular,5,5,313,1,-1,0,unknown,0
34585,40,services,married,1,no,0,yes,no,cellular,5,5,184,1,334,2,failure,0
34596,42,admin,single,1,no,0,yes,no,cellular,5,5,127,1,-1,0,unknown,0
34599,35,admin,married,1,no,1,yes,yes,cellular,5,5,58,1,-1,0,unknown,0
34602,44,unemployed,married,1,no,0,no,no,cellular,5,5,398,2,165,4,failure,0
34606,35,management,married,2,no,0,yes,no,cellular,5,5,310,1,-1,0,unknown,0
34614,31,services,single,1,no,3,yes,no,cellular,5,5,41,1,-1,0,unknown,0
34616,53,admin,divorced,1,no,0,yes,no,cellular,5,5,246,1,344,1,failure,0
34622,54,entrepreneur,married,1,no,0,yes,no,cellular,5,5,387,2,287,1,failure,0
34624,35,entrepreneur,married,2,no,0,no,no,cellular,5,5,74,1,168,4,failure,0
34633,44,blue-collar,married,1,no,0,no,no,cellular,5,5,113,2,-1,0,unknown,0
34637,48,services,single,1,no,0,yes,yes,cellular,5,5,334,1,-1,0,unknown,0
34646,43,technician,divorced,1,no,0,yes,no,cellular,5,5,150,2,342,2,failure,0
34656,38,services,married,1,no,0,yes,no,cellular,5,5,263,2,-1,0,unknown,0
34660,37,admin,single,2,no,0,yes,no,cellular,5,5,342,2,-1,0,unknown,0
34662,44,management,divorced,2,no,0,yes,yes,cellular,5,5,297,2,167,1,failure,0
34664,30,services,married,2,no,6,yes,no,cellular,5,5,279,2,342,2,failure,0
34683,61,retired,divorced,1,no,0,no,no,cellular,5,5,272,3,-1,0,unknown,0
34691,28,services,divorced,1,no,6,yes,yes,cellular,5,5,211,2,278,23,other,0
34694,45,management,married,2,no,0,yes,no,cellular,5,5,469,2,342,1,failure,0
34712,33,management,single,2,no,0,yes,no,telephone,5,5,399,2,358,5,other,0
34713,56,management,married,2,no,0,yes,no,telephone,5,5,259,2,-1,0,unknown,0
34717,36,blue-collar,married,1,no,0,yes,no,cellular,5,5,189,1,-1,0,unknown,0
34718,47,entrepreneur,married,2,no,0,no,no,cellular,5,5,418,3,-1,0,unknown,0
34719,44,blue-collar,married,0,no,0,yes,no,telephone,5,5,408,2,350,1,failure,0
34737,37,management,married,2,no,0,yes,no,cellular,6,5,149,1,13,12,success,0
34744,54,management,married,0,yes,0,yes,yes,cellular,6,5,95,1,-1,0,unknown,0
34745,35,management,married,2,no,0,yes,yes,cellular,6,5,113,1,351,1,other,0
34753,44,management,divorced,2,no,3,no,no,cellular,6,5,248,1,-1,0,unknown,0
34757,50,technician,married,1,no,0,yes,no,cellular,6,5,327,1,356,1,other,0
34758,36,services,married,1,no,0,yes,no,cellular,6,5,215,3,280,3,failure,0
34768,39,technician,divorced,2,yes,3,no,no,cellular,6,5,488,1,-1,0,unknown,1
34770,58,management,married,2,no,0,yes,yes,cellular,6,5,293,1,351,2,failure,0
34776,35,services,married,1,no,0,yes,no,cellular,6,5,343,3,351,1,failure,0
34777,29,services,single,1,no,2,yes,no,cellular,6,5,403,4,-1,0,unknown,0
34778,32,self-employed,single,2,no,0,yes,no,cellular,6,5,767,1,-1,0,unknown,1
34779,57,retired,married,0,no,0,yes,no,cellular,6,5,62,2,273,2,failure,0
34786,37,entrepreneur,married,1,no,0,yes,yes,cellular,6,5,160,2,-1,0,unknown,0
34805,34,admin,divorced,1,no,0,yes,no,cellular,6,5,153,1,-1,0,unknown,0
34815,44,management,single,2,no,3,yes,no,cellular,6,5,147,1,-1,0,unknown,0
34827,35,management,single,1,no,0,yes,no,cellular,6,5,495,1,-1,0,unknown,0
34828,49,blue-collar,divorced,0,no,0,yes,no,cellular,6,5,305,1,281,2,failure,0
34830,26,blue-collar,single,1,no,0,yes,no,cellular,6,5,340,1,-1,0,unknown,0
34838,29,admin,married,1,no,2,yes,no,cellular,6,5,339,1,362,1,failure,0
34841,37,blue-collar,married,0,no,0,yes,no,cellular,6,5,226,1,363,3,other,0
34847,48,entrepreneur,single,1,no,0,yes,no,cellular,6,5,236,1,-1,0,unknown,0
34854,39,services,married,0,no,0,no,no,cellular,6,5,49,2,282,3,failure,0
34868,22,services,single,1,no,3,yes,no,cellular,6,5,156,1,-1,0,unknown,0
34869,45,management,divorced,1,no,0,yes,no,cellular,6,5,1079,3,-1,0,unknown,0
34870,32,technician,divorced,1,no,0,yes,no,cellular,6,5,94,1,-1,0,unknown,0
34877,29,services,married,1,no,0,yes,yes,cellular,6,5,315,1,281,15,other,0
34893,34,entrepreneur,married,2,no,0,yes,no,cellular,6,5,611,1,183,1,failure,1
34894,33,blue-collar,married,1,no,0,yes,yes,cellular,6,5,155,5,-1,0,unknown,0
34901,33,unemployed,single,2,no,0,yes,no,cellular,6,5,124,1,-1,0,unknown,0
34902,44,blue-collar,married,0,no,0,yes,no,cellular,6,5,17,1,-1,0,unknown,0
34906,33,services,married,1,yes,2,no,no,cellular,6,5,136,5,-1,0,unknown,0
34908,27,admin,married,1,no,0,yes,no,cellular,6,5,837,1,-1,0,unknown,1
34915,41,admin,married,0,no,0,yes,no,cellular,6,5,184,2,323,1,failure,0
34926,46,entrepreneur,married,2,no,0,yes,yes,cellular,6,5,37,1,-1,0,unknown,0
34934,27,unemployed,single,1,no,0,yes,no,cellular,6,5,153,1,-1,0,unknown,0
34940,27,technician,single,1,no,0,yes,no,cellular,6,5,176,1,-1,0,unknown,0
34945,27,technician,single,1,no,2,yes,yes,cellular,6,5,554,2,356,1,failure,1
34963,30,technician,single,2,no,3,yes,no,cellular,6,5,45,2,169,2,failure,0
34967,39,management,single,2,no,0,no,no,cellular,6,5,389,2,-1,0,unknown,0
35001,38,housemaid,divorced,0,no,0,yes,yes,cellular,6,5,79,2,166,7,failure,0
35010,49,services,married,0,no,0,yes,no,cellular,6,5,445,2,166,3,failure,1
35027,37,management,married,2,no,0,yes,no,cellular,6,5,84,2,169,3,failure,0
35032,31,technician,single,1,no,0,yes,no,cellular,6,5,239,3,-1,0,unknown,0
35034,38,technician,married,2,no,1,yes,no,cellular,6,5,250,2,-1,0,unknown,0
35056,32,admin,divorced,2,no,-2,yes,no,cellular,6,5,103,3,168,1,failure,0
35068,34,admin,single,0,no,0,yes,yes,cellular,6,5,172,4,-1,0,unknown,0
35072,30,blue-collar,married,0,no,0,yes,no,cellular,6,5,239,2,-1,0,unknown,0
35079,48,entrepreneur,divorced,1,no,2,yes,yes,cellular,6,5,593,2,281,4,failure,0
35083,34,services,single,1,no,0,yes,no,cellular,6,5,307,2,-1,0,unknown,0
35084,36,blue-collar,married,1,no,4,yes,no,cellular,6,5,544,4,-1,0,unknown,0
35085,26,blue-collar,married,1,no,0,yes,no,cellular,6,5,320,3,-1,0,unknown,0
35091,36,services,married,1,no,0,yes,no,cellular,6,5,456,3,-1,0,unknown,0
35093,25,services,single,1,no,0,yes,no,cellular,6,5,293,3,-1,0,unknown,0
35104,43,entrepreneur,married,1,no,0,yes,no,telephone,6,5,167,3,-1,0,unknown,0
35112,60,management,married,2,no,6,yes,no,cellular,6,5,787,3,-1,0,unknown,0
35118,29,management,married,2,no,0,yes,no,cellular,6,5,667,2,-1,0,unknown,1
35140,34,blue-collar,married,1,no,4,yes,yes,cellular,7,5,315,2,-1,0,unknown,0
35142,34,blue-collar,married,1,no,0,yes,yes,cellular,7,5,175,4,-1,0,unknown,0
35146,58,entrepreneur,divorced,1,no,0,yes,no,cellular,7,5,270,3,-1,0,unknown,0
35158,30,services,married,1,no,0,yes,no,cellular,7,5,512,1,-1,0,unknown,0
35160,53,blue-collar,married,0,no,0,yes,yes,cellular,7,5,263,1,-1,0,unknown,0
35166,28,admin,married,1,no,0,yes,no,cellular,7,5,47,1,-1,0,unknown,0
35204,35,blue-collar,married,1,no,0,yes,no,cellular,7,5,19,1,360,2,failure,0
35210,40,services,divorced,0,no,4,yes,no,cellular,7,5,171,2,-1,0,unknown,0
35252,36,admin,single,1,no,0,yes,yes,telephone,7,5,63,1,168,3,failure,0
35260,39,management,married,2,no,3,yes,no,cellular,7,5,1145,1,170,1,failure,0
35266,39,blue-collar,married,1,no,0,yes,no,cellular,7,5,502,1,7,2,failure,0
35268,36,management,single,2,no,4,yes,no,cellular,7,5,855,2,342,1,failure,1
35281,26,blue-collar,single,1,no,2,yes,no,cellular,7,5,223,1,-1,0,unknown,0
35295,25,services,single,1,no,0,yes,no,cellular,7,5,282,1,-1,0,unknown,0
35302,54,technician,married,1,no,6,yes,no,cellular,7,5,109,1,367,1,failure,0
35313,54,management,divorced,2,no,0,yes,no,cellular,7,5,199,1,297,3,failure,0
35318,51,services,married,3,no,6,yes,no,cellular,7,5,282,1,-1,0,unknown,0
35323,53,admin,single,0,no,0,yes,no,cellular,7,5,176,1,322,5,other,0
35326,48,blue-collar,married,1,yes,0,yes,yes,cellular,7,5,275,1,-1,0,unknown,0
35338,51,entrepreneur,married,1,no,0,yes,no,cellular,7,5,158,1,300,2,failure,0
35346,31,blue-collar,single,1,no,0,yes,no,cellular,7,5,113,2,345,1,other,0
35354,38,blue-collar,married,0,no,1,yes,no,cellular,7,5,154,1,-1,0,unknown,0
35358,45,housemaid,married,2,no,0,yes,no,telephone,7,5,309,1,-1,0,unknown,0
35372,50,management,married,1,no,0,yes,yes,cellular,7,5,55,1,-1,0,unknown,0
35379,34,blue-collar,married,3,no,0,yes,no,cellular,7,5,183,1,-1,0,unknown,0
35381,55,services,married,1,no,0,no,no,cellular,7,5,110,1,-1,0,unknown,0
35387,49,technician,married,1,no,0,yes,no,cellular,7,5,190,1,276,1,other,0
35388,36,blue-collar,married,1,no,0,yes,no,cellular,7,5,332,1,-1,0,unknown,0
35389,44,services,married,0,no,3,yes,no,cellular,7,5,228,1,-1,0,unknown,0
35399,40,blue-collar,divorced,1,no,0,yes,no,cellular,7,5,135,1,-1,0,unknown,0
35404,38,technician,married,1,no,0,yes,yes,cellular,7,5,193,2,296,5,other,0
35410,35,admin,married,1,no,0,yes,no,cellular,7,5,121,2,-1,0,unknown,0
35440,37,management,divorced,2,yes,-1,yes,yes,cellular,7,5,101,1,349,1,failure,0
35442,25,student,single,2,no,0,yes,no,cellular,7,5,178,1,-1,0,unknown,0
35444,29,technician,single,2,no,0,yes,no,cellular,7,5,347,2,337,6,failure,1
35448,31,management,single,2,no,0,yes,no,cellular,7,5,45,1,22,2,failure,0
35449,38,services,married,0,no,0,yes,yes,cellular,7,5,127,1,171,2,other,0
35454,31,admin,single,1,no,0,yes,no,cellular,7,5,895,2,295,2,failure,1
35465,27,blue-collar,single,1,no,4,yes,no,cellular,7,5,153,2,-1,0,unknown,0
35487,43,management,married,2,no,0,yes,no,cellular,7,5,240,3,293,5,failure,0
35491,33,technician,divorced,1,no,2,yes,no,cellular,7,5,600,2,330,17,failure,0
35500,33,services,married,0,no,0,yes,no,cellular,7,5,227,2,-1,0,unknown,0
35502,42,blue-collar,married,0,no,0,yes,yes,cellular,7,5,209,2,-1,0,unknown,0
35508,35,admin,divorced,1,no,0,yes,no,cellular,7,5,262,2,-1,0,unknown,0
35519,38,blue-collar,single,0,no,0,yes,no,cellular,7,5,350,2,-1,0,unknown,0
35535,55,retired,married,1,no,1,yes,no,telephone,7,5,79,2,360,6,other,0
35536,32,entrepreneur,married,2,no,0,yes,no,cellular,7,5,388,2,349,2,failure,0
35561,29,self-employed,married,2,no,0,yes,no,cellular,7,5,253,2,302,1,failure,0
35573,33,blue-collar,married,1,no,0,yes,no,cellular,7,5,831,4,-1,0,unknown,0
35574,52,management,married,2,no,0,yes,yes,cellular,7,5,541,3,343,5,failure,0
35577,59,management,married,0,no,0,yes,no,telephone,7,5,123,3,-1,0,unknown,0
35580,44,management,divorced,2,no,0,yes,no,telephone,7,5,146,4,-1,0,unknown,0
35585,33,services,married,1,no,0,yes,yes,cellular,7,5,172,2,-1,0,unknown,0
35589,33,technician,divorced,1,no,0,yes,no,cellular,7,5,177,2,-1,0,unknown,0
35596,51,blue-collar,married,3,no,0,yes,no,telephone,7,5,10,4,-1,0,unknown,0
35597,53,blue-collar,married,1,no,0,yes,no,cellular,7,5,407,2,-1,0,unknown,0
35599,34,admin,divorced,1,no,0,yes,no,cellular,7,5,323,3,-1,0,unknown,0
35608,39,blue-collar,single,1,no,0,yes,no,cellular,7,5,722,2,-1,0,unknown,0
35631,37,blue-collar,married,0,no,0,yes,no,telephone,8,5,143,4,-1,0,unknown,0
35640,43,blue-collar,married,1,no,0,yes,no,cellular,8,5,440,1,-1,0,unknown,0
35658,48,management,single,2,no,0,yes,yes,cellular,8,5,76,1,-1,0,unknown,0
35666,45,admin,single,1,no,0,yes,no,cellular,8,5,38,1,-1,0,unknown,0
35674,38,blue-collar,single,0,no,0,yes,yes,cellular,8,5,84,1,290,1,failure,0
35675,33,blue-collar,married,0,no,0,no,no,cellular,8,5,174,1,-1,0,unknown,0
35677,43,blue-collar,married,1,no,2,yes,yes,cellular,8,5,7,5,-1,0,unknown,0
35680,33,technician,married,2,no,0,yes,no,cellular,8,5,206,1,-1,0,unknown,0
35688,23,technician,single,1,no,4,yes,no,cellular,8,5,763,1,-1,0,unknown,1
35700,32,technician,married,1,no,0,yes,no,cellular,8,5,77,2,-1,0,unknown,0
35702,35,blue-collar,married,0,no,0,yes,no,cellular,8,5,265,1,290,2,failure,0
35703,30,technician,married,1,no,4,yes,no,cellular,8,5,17,5,-1,0,unknown,0
35735,23,blue-collar,single,1,no,0,yes,no,cellular,8,5,6,5,350,2,failure,0
35740,36,blue-collar,married,1,no,0,yes,no,cellular,8,5,113,1,-1,0,unknown,0
35742,53,admin,married,0,no,0,yes,no,cellular,8,5,86,1,298,3,failure,0
35745,36,services,married,1,no,0,yes,no,cellular,8,5,346,1,368,1,failure,0
35748,48,management,married,3,no,0,yes,no,cellular,8,5,612,1,344,1,other,0
35752,40,management,married,2,no,0,yes,no,cellular,8,5,232,1,-1,0,unknown,0
35758,33,management,divorced,2,no,0,yes,no,cellular,8,5,212,2,-1,0,unknown,0
35767,41,retired,single,0,no,0,no,no,cellular,8,5,239,1,368,2,failure,0
35772,42,management,married,2,no,0,yes,no,cellular,8,5,88,1,360,1,failure,0
35780,32,blue-collar,married,1,no,0,yes,no,cellular,8,5,80,2,-1,0,unknown,0
35782,36,blue-collar,married,1,no,0,yes,no,telephone,8,5,91,2,170,2,failure,0
35792,28,blue-collar,single,1,no,0,yes,no,cellular,8,5,191,3,-1,0,unknown,0
35796,35,blue-collar,single,1,no,0,yes,no,cellular,8,5,237,1,368,1,other,0
35802,36,services,married,2,no,0,yes,no,cellular,8,5,52,1,-1,0,unknown,0
35805,42,management,married,2,no,4,yes,no,cellular,8,5,579,2,295,1,success,1
35808,43,self-employed,married,1,no,0,yes,no,cellular,8,5,131,1,-1,0,unknown,0
35809,41,blue-collar,married,0,no,0,yes,no,cellular,8,5,171,1,368,1,failure,0
35812,46,blue-collar,single,1,no,0,yes,no,cellular,8,5,120,2,-1,0,unknown,0
35817,45,technician,married,1,no,0,no,no,cellular,8,5,166,1,340,1,failure,0
35820,36,management,married,2,no,0,yes,no,cellular,8,5,308,3,-1,0,unknown,1
35826,33,admin,single,2,no,1,yes,no,cellular,8,5,56,1,-1,0,unknown,0
35832,43,technician,married,1,no,0,no,yes,cellular,8,5,9,2,172,5,failure,0
35842,32,blue-collar,married,0,no,0,yes,yes,cellular,8,5,82,2,361,4,failure,0
35849,46,technician,divorced,1,no,0,yes,yes,cellular,8,5,306,1,262,1,other,0
35852,42,management,married,2,no,-1,yes,yes,telephone,8,5,185,1,-1,0,unknown,0
35862,36,blue-collar,married,1,no,0,yes,no,cellular,8,5,171,1,172,3,failure,0
35870,26,admin,single,1,no,0,yes,no,cellular,8,5,339,1,66,3,other,0
35885,48,admin,married,3,no,0,yes,no,cellular,8,5,85,1,168,2,failure,0
35886,34,blue-collar,married,1,no,0,yes,no,cellular,8,5,325,1,170,2,failure,0
35890,34,housemaid,married,1,no,4,yes,no,cellular,8,5,81,2,-1,0,unknown,0
35894,46,blue-collar,married,1,no,0,yes,no,cellular,8,5,264,2,-1,0,unknown,0
35896,36,blue-collar,married,1,no,0,yes,no,cellular,8,5,254,2,361,8,other,0
35900,38,admin,married,1,no,0,yes,no,cellular,8,5,175,2,-1,0,unknown,0
35920,31,blue-collar,divorced,0,no,1,yes,no,cellular,8,5,36,5,336,9,failure,0
35925,35,admin,single,1,no,0,yes,no,cellular,8,5,376,3,-1,0,unknown,0
35929,59,management,married,0,no,0,yes,no,cellular,8,5,130,1,-1,0,unknown,0
35931,27,admin,single,1,no,3,yes,no,cellular,8,5,346,2,-1,0,unknown,0
35936,39,services,married,1,no,0,yes,no,cellular,8,5,503,1,-1,0,unknown,0
35940,31,services,married,1,no,0,yes,no,cellular,8,5,274,2,-1,0,unknown,0
35973,39,admin,married,1,no,0,yes,no,telephone,8,5,283,3,296,5,failure,0
35974,36,blue-collar,married,0,no,0,yes,no,cellular,8,5,108,2,367,2,failure,0
35975,38,blue-collar,married,0,no,0,yes,no,cellular,8,5,583,2,-1,0,unknown,0
36002,34,blue-collar,married,0,no,3,yes,no,telephone,8,5,26,1,-1,0,unknown,0
36019,46,blue-collar,married,0,no,0,yes,no,telephone,11,5,30,4,304,2,other,0
36032,40,blue-collar,married,1,no,0,yes,no,cellular,11,5,54,1,-1,0,unknown,0
36038,50,retired,married,2,no,4,yes,yes,cellular,11,5,67,1,-1,0,unknown,0
36040,45,blue-collar,married,0,no,0,yes,no,telephone,11,5,64,1,362,7,failure,0
36044,36,admin,married,1,no,0,yes,yes,cellular,11,5,94,1,-1,0,unknown,0
36048,40,self-employed,married,1,no,0,yes,no,cellular,11,5,657,1,-1,0,unknown,1
36054,34,entrepreneur,married,0,no,0,yes,no,cellular,11,5,547,1,-1,0,unknown,0
36079,37,blue-collar,married,0,no,0,no,no,telephone,11,5,108,2,306,1,failure,0
36081,38,blue-collar,divorced,1,no,0,yes,no,cellular,11,5,580,1,173,1,failure,0
36090,39,admin,single,3,no,0,yes,no,cellular,11,5,62,1,-1,0,unknown,0
36107,39,management,married,2,no,0,yes,no,cellular,11,5,112,1,-1,0,unknown,0
36150,36,self-employed,married,1,no,0,yes,no,cellular,11,5,198,1,-1,0,unknown,0
36152,29,blue-collar,married,1,no,0,yes,no,cellular,11,5,116,6,-1,0,unknown,0
36153,31,technician,single,1,no,0,yes,no,cellular,11,5,163,1,370,1,failure,0
36160,40,blue-collar,single,0,no,0,yes,yes,cellular,11,5,114,2,-1,0,unknown,0
36174,31,student,married,2,no,0,no,no,cellular,11,5,247,2,367,4,other,0
36200,44,services,divorced,1,no,0,yes,no,cellular,11,5,151,2,370,2,failure,0
36204,40,technician,single,1,no,3,yes,yes,cellular,11,5,154,1,305,9,failure,0
36225,40,management,married,2,no,0,no,no,cellular,11,5,41,1,-1,0,unknown,0
36230,37,unemployed,single,1,no,0,yes,no,cellular,11,5,125,1,-1,0,unknown,0
36232,24,blue-collar,single,1,no,1,yes,no,cellular,11,5,79,2,-1,0,unknown,0
36236,36,entrepreneur,married,1,no,0,yes,no,cellular,11,5,187,1,174,1,failure,0
36237,55,management,divorced,3,no,0,yes,no,cellular,11,5,29,3,-1,0,unknown,0
36248,34,admin,single,1,no,0,yes,no,cellular,11,5,66,1,301,3,failure,0
36249,44,management,married,2,no,0,yes,no,cellular,11,5,78,2,264,3,failure,0
36269,26,management,married,2,no,5,yes,no,cellular,11,5,251,1,304,2,other,0
36277,59,self-employed,married,2,no,0,yes,no,cellular,11,5,89,1,-1,0,unknown,0
36299,58,management,single,2,no,2,yes,no,telephone,11,5,168,3,-1,0,unknown,0
36304,44,services,married,1,no,0,yes,yes,cellular,11,5,161,1,-1,0,unknown,0
36307,49,blue-collar,married,1,no,0,yes,no,telephone,11,5,52,1,-1,0,unknown,0
36308,35,blue-collar,single,1,no,0,yes,no,cellular,11,5,371,1,305,1,failure,0
36315,52,services,single,1,no,0,yes,no,cellular,11,5,329,2,-1,0,unknown,0
36344,36,blue-collar,divorced,0,yes,0,yes,no,cellular,11,5,97,2,305,1,failure,0
36353,39,blue-collar,divorced,1,no,0,yes,no,cellular,11,5,275,2,307,1,other,0
36355,38,services,married,1,no,0,yes,yes,cellular,11,5,125,2,304,2,failure,0
36359,48,entrepreneur,married,1,no,0,yes,no,cellular,11,5,430,3,-1,0,unknown,0
36379,32,blue-collar,married,0,no,0,yes,no,cellular,11,5,130,3,-1,0,unknown,0
36386,37,management,married,2,no,0,yes,no,cellular,11,5,148,2,-1,0,unknown,0
36395,32,blue-collar,married,0,no,1,yes,no,cellular,11,5,184,4,-1,0,unknown,0
36404,52,services,divorced,1,no,0,yes,no,cellular,11,5,243,2,-1,0,unknown,0
36406,59,services,married,1,no,0,yes,no,telephone,11,5,437,2,361,5,failure,0
36416,30,admin,single,2,no,0,yes,no,cellular,11,5,56,3,-1,0,unknown,0
36417,35,technician,married,1,no,6,yes,no,cellular,11,5,204,2,348,2,failure,0
36421,37,management,divorced,2,no,0,yes,no,cellular,11,5,217,6,-1,0,unknown,0
36457,50,blue-collar,married,0,no,0,yes,no,cellular,11,5,503,3,339,2,failure,0
36467,41,blue-collar,married,1,no,0,yes,no,cellular,11,5,273,3,-1,0,unknown,0
36468,38,blue-collar,single,0,no,0,yes,no,cellular,11,5,284,4,-1,0,unknown,0
36476,43,blue-collar,married,0,no,0,yes,no,cellular,12,5,48,3,285,4,failure,0
36482,29,management,single,2,no,0,yes,no,cellular,12,5,116,2,-1,0,unknown,0
36500,59,services,married,1,no,0,yes,no,cellular,12,5,214,3,-1,0,unknown,0
36501,50,self-employed,married,1,no,0,yes,no,telephone,12,5,352,2,175,11,other,0
36504,54,blue-collar,married,0,no,0,yes,no,cellular,12,5,77,4,341,2,failure,0
36505,34,blue-collar,married,1,no,0,yes,yes,cellular,12,5,34,2,288,12,failure,0
36513,30,management,married,1,no,0,yes,no,cellular,12,5,756,3,-1,0,unknown,0
36518,54,technician,married,1,no,0,yes,no,telephone,12,5,11,6,-1,0,unknown,0
36521,34,blue-collar,married,1,no,2,yes,no,cellular,12,5,6,5,-1,0,unknown,0
36561,37,services,married,0,no,0,yes,no,cellular,12,5,631,1,344,1,success,0
36568,46,management,divorced,1,yes,2,no,no,cellular,12,5,115,1,-1,0,unknown,0
36595,31,admin,married,1,no,2,yes,yes,cellular,12,5,703,4,-1,0,unknown,1
36659,42,blue-collar,married,0,no,0,no,no,telephone,12,5,24,1,-1,0,unknown,0
36661,32,technician,single,1,no,-1,yes,no,cellular,12,5,37,1,-1,0,unknown,0
