,age,education,balance,day,month,campaign,pdays,previous,y,job_admin,PCA1,PCA2,PCA3
1909,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1910,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
1911,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
1912,,,,,,,,,,,0.49415417363157577,-0.434950228546355,0.1404281373139199
1913,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1914,,,,,,,,,,,0.5012306192741051,-0.25096737725427604,-1.2452999744661455
1915,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
1916,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
1917,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1918,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1921,,,,,,,,,,,0.25551180947031205,0.47843334330867926,0.2994904969152503
1922,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1923,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1924,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
1925,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1926,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1927,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1929,,,,,,,,,,,0.25401565192085795,0.5038609092839563,0.29798689054627203
1931,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
1932,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1933,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1934,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
1935,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
1936,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
1937,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1938,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1939,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1940,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1941,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
1942,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1943,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1944,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
1945,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1946,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1947,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1948,,,,,,,,,,,0.6239390155114715,-0.6322387532257265,-1.2150407226444906
1949,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
1950,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1951,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
1952,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
1953,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
1954,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1955,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
1956,,,,,,,,,,,0.6171482762845613,-0.656520036227018,-1.3165791752425973
1957,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1958,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1959,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1960,,,,,,,,,,,0.26402898443813994,0.47732921714813425,0.3387315359009263
1961,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1962,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1963,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
1964,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1965,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
1966,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
1967,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
1968,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
1969,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1970,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
1971,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
1972,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1974,,,,,,,,,,,0.25551180947031205,0.47843334330867926,0.2994904969152503
1975,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
1976,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
1977,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1978,,,,,,,,,,,0.25507100221869045,0.4797947193280431,0.33361060070475357
1979,,,,,,,,,,,0.2503867147409974,0.6984729234292592,-1.0414281638119338
1980,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1981,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1982,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
1983,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1984,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1985,,,,,,,,,,,0.12788721717254692,0.7177311520348516,-1.050643286664789
1986,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
1987,,,,,,,,,,,-0.4851973371425221,0.5190376454764739,-1.0865116261839018
1988,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
1989,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1990,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
1991,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
1992,,,,,,,,,,,0.6239390155114715,-0.6322387532257265,-1.2150407226444906
1993,,,,,,,,,,,0.28740193400929515,0.4614002641135203,0.266471705633464
1994,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
1995,,,,,,,,,,,0.2507312494018025,0.5129379721987041,0.3396505788398997
1997,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
1998,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2000,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2001,,,,,,,,,,,0.49592135063594645,-0.24434568336949447,-1.2570107554766419
2002,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2003,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2004,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
2005,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2006,,,,,,,,,,,-0.12168497989994134,-0.788848202492925,-1.238971647331542
2007,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2008,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2009,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2010,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2011,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
2012,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2013,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2014,,,,,,,,,,,0.25551180947031205,0.47843334330867926,0.2994904969152503
2015,,,,,,,,,,,0.26402898443813994,0.47732921714813425,0.3387315359009263
2016,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2017,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2018,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2019,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2020,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2021,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
2022,,,,,,,,,,,-0.12339192236885077,-0.9805443862036817,0.15062980905573864
2023,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2024,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
2025,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2026,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2028,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
2029,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2030,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2031,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2032,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2033,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2034,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2035,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2036,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2037,,,,,,,,,,,0.24188903304517773,0.48249545671721095,0.24663483997724023
2038,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2039,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2040,,,,,,,,,,,0.2604266582688908,0.6756470947436723,-1.0625807014968507
2042,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
2043,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2044,,,,,,,,,,,0.25507100221869045,0.4797947193280431,0.33361060070475357
2045,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2046,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2047,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2048,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2049,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2051,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2052,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2053,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2054,,,,,,,,,,,-0.2514095872443758,-0.5926513163474495,0.10865977622358758
2055,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2057,,,,,,,,,,,0.28740193400929515,0.4614002641135203,0.266471705633464
2058,,,,,,,,,,,0.28740193400929515,0.4614002641135203,0.266471705633464
2059,,,,,,,,,,,0.2604266582688908,0.6756470947436723,-1.0625807014968507
2060,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2061,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2062,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2063,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2064,,,,,,,,,,,0.12788721717254692,0.7177311520348516,-1.050643286664789
2065,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2066,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2067,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2068,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2069,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2070,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2071,,,,,,,,,,,0.2604266582688908,0.6756470947436723,-1.0625807014968507
2073,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2074,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
2075,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2077,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2078,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2079,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2080,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2081,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2082,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2083,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
2084,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2085,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2086,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2087,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2088,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2089,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2090,,,,,,,,,,,0.28740193400929515,0.4614002641135203,0.266471705633464
2091,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2092,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2094,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
2095,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2096,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2097,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2098,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2099,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2100,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2101,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2102,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
2104,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2105,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2106,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2107,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2108,,,,,,,,,,,0.28740193400929515,0.4614002641135203,0.266471705633464
2109,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2110,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2111,,,,,,,,,,,0.2572187519392215,0.6701295270194358,-1.0901109594720304
2112,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2113,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2114,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2115,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2116,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2117,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2118,,,,,,,,,,,0.2604266582688908,0.6756470947436723,-1.0625807014968507
2119,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2120,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2121,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2122,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2123,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2124,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2125,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2126,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2127,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2128,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2130,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
2131,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2132,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2133,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2134,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2135,,,,,,,,,,,0.24394051017489238,0.48865668919741245,0.23811212624179312
2136,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2137,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2138,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2139,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2140,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2141,,,,,,,,,,,0.25507100221869045,0.4797947193280431,0.33361060070475357
2142,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2143,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2144,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2145,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2146,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2147,,,,,,,,,,,0.6171482762845613,-0.656520036227018,-1.3165791752425973
2148,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2149,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2150,,,,,,,,,,,0.6142436066443833,-0.7949478757706948,0.18719055769225967
2151,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2152,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2153,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2154,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2155,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2156,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2157,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2158,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2159,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2160,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2161,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2162,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2163,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2164,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2165,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2166,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2167,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2169,,,,,,,,,,,0.25507100221869045,0.4797947193280431,0.33361060070475357
2170,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
2171,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2172,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2173,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2174,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2175,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2176,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2178,,,,,,,,,,,0.12788721717254692,0.7177311520348516,-1.050643286664789
2179,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2180,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2181,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2182,,,,,,,,,,,0.2604266582688908,0.6756470947436723,-1.0625807014968507
2183,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2184,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2185,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2186,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2187,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
2188,,,,,,,,,,,0.4874236689401268,-0.4603231500815427,0.03105224831253217
2189,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2190,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
2191,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2192,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2193,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2194,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2195,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2196,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2197,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2198,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2199,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2200,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2201,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2202,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
2203,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2204,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2205,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2206,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2207,,,,,,,,,,,0.28740193400929515,0.4614002641135203,0.266471705633464
2209,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2210,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2211,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
2212,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2213,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2214,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2215,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2216,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2217,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2218,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2219,,,,,,,,,,,0.25551180947031205,0.47843334330867926,0.2994904969152503
2220,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2221,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2222,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2223,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2224,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2225,,,,,,,,,,,-0.48690427961143157,0.3273414617657172,0.30308983020337876
2226,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2227,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2228,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2229,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2230,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2231,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2232,,,,,,,,,,,-0.12339192236885077,-0.9805443862036817,0.15062980905573864
2233,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2234,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2235,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
2237,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2238,,,,,,,,,,,0.6142436066443833,-0.7949478757706948,0.18719055769225967
2239,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2240,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2241,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2242,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2243,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2244,,,,,,,,,,,0.2586594812645201,0.4850425495668118,0.3348581912937111
2245,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2246,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2247,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2248,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2249,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2250,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
2251,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2252,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2253,,,,,,,,,,,0.25507100221869045,0.4797947193280431,0.33361060070475357
2255,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2256,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2257,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2258,,,,,,,,,,,0.6239390155114715,-0.6322387532257265,-1.2150407226444906
2259,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
2260,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2261,,,,,,,,,,,0.2507312494018026,0.5129379721987041,0.3396505788398998
2262,,,,,,,,,,,-0.6194437207077754,0.3694255190568966,0.31502724503544033
2263,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2264,,,,,,,,,,,0.6292482841496301,-0.638860447110508,-1.2033299416339944
2265,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2266,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2267,,,,,,,,,,,0.494214408167037,-0.4360418670802511,0.13259070091063885
2268,,,,,,,,,,,0.24867977227208793,0.5067767397185026,0.3481732925753469
2269,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2270,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2271,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2272,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
2273,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2274,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2275,,,,,,,,,,,0.1261802747036375,0.5260349683240949,0.3389581697224916
2276,,,,,,,,,,,0.2587197157999813,0.48395091103291576,0.32702075489043003
2277,,,,,,,,,,,0.622232073042562,-0.8239349369364831,0.1745607337427899
